address	latitude	longitude
Aan de Engelse Hof 10 3620 Lanaken	50.8890004	5.65683640484951
Aandorenstraat 1 3300 Tienen	50.8011437	4.9479733
Aard 4 9260 Wichelen	51.0141446	3.93056824187418
Aardorenstraat 1 3300 Tienen	50.8011424	4.9479746
Aareleweg 20 9800 Deinze	51.0080842	3.4757895
Aarschotsebaan 128 1910 KAMPENHOUT	50.94574255	4.58607672126703
Aarschotsebaan 95 2590 Berlaar	51.0856496	4.6482614
Aarschotsesteenweg  163 3012 Leuven	50.9107794	4.71349085
Aarschotsesteenweg  328 2500 Lier	51.08681	4.64028543502672
Aarschotsesteenweg  39 3110 Rotselaar	50.9424111	4.7383262815711
Aarschotsesteenweg 58 3012 Leuven	50.89273465	4.7075856313247
Aarschotsesteenweg 730 3012 Wilsele	50.9280201	4.7233192
Aarschotsestwg 5 2500 Lier	51.1261774	4.5725778
Aartrijkestraat    8820 Torhout	51.0724647	3.0995801
Aartrijkestraat   6 8820 Torhout	51.06742565	3.10091383709581
Aartrijkestraat 60 8820 TORHOUT	51.0724647	3.0995801
Aartrijksestr.  65 8211 Aartrijke	51.1149608	3.09317497981566
Aartrijksestraat 65 8211 Aartrijke	51.1149608	3.09317497981566
Aartrijksestraat 9 8211 Aartrijke	51.1179517	3.09135643733546
Aatstraat 270 9600 Ronse	50.7392289	3.6180393
Aatststraat  182 9700 Oudenaarde	50.8449175	3.6148882
Abdij Van Roosenberglaan   9250 WAASMUNSTER	51.1106488	4.0877475
Abdij Van Roosenberglaan 6 9250 WAASMUNSTER	51.1079576	4.0880987
Abdij Van Vlierbeek 15 3010 Kessel-Lo	50.8936646	4.7346494
Abdijbekepark 2 8200 Brugge	51.1943456	3.19955726884718
Abdijlaan 33 2960 Brecht	51.30376745	4.62931760136077
Abdijstraat  2 3740 Bilzen	50.889195	5.52471595442902
Abdijstraat 101 8670 Koksijde	51.1081945	2.63629907774489
Abeelstraat 77 1800 Vilvoorde	50.9410757	4.43384027653707
Abelbergpark 2 3920 Lommel	51.2318405	5.3077626
Abingdonstraat  99 9100 Sint-Niklaas	51.1582787	4.14209115489548
Acaciastr.   8210 Veldegem	51.0992254	3.1613778
Acaciastraat  8210 Veldegeù	51.10155425	3.16404329
Acaciastraat 21 2440 GEEL	51.11670325	5.02337610260407
Accounts Payable  Building   7010 Shape	-37.80856323	144.96388245
Accounts Payable 233 7010 Shape	36.67770767	-76.30240631
Accounts Payable Building 233 7010 Shape	-37.80856323	144.96388245
Achilles Heyndrickxlaan 3 9050 GENT	51.0331518	3.7373425
Achterbos 27 2400 Mol	51.2014515	5.0947164477758
Achterbroeksteenweg 219 2920 Kalmthout	51.39686855	4.4987776
Achterheide 26 1840 Londerzeel	51.03457795	4.29887043655378
Achterhoefweg  37 2870 Puurs-Sint-Amands	51.0815816	4.3284982
Achterstenhoek 22 2275 Lille	51.2502876	4.81331424004497
Achterstenhoek 3 2275 Lille	51.247793	4.81266365492264
Adegem-Dorp  16 9991 Maldegem	51.2033305	3.48306752511691
Adolphe Lavallée 1 1080 Bruxelles	50.85829095	4.34389991860738
Adriaan Brouwerstraat 24 2000 Antwerpen	51.22736125	4.40438408796853
AELBEKESTEENWEG 262 7700 MOESKROEN	50.7485055	3.2258232
Aéroport de Liège  60 4460 Grâce-Hollogne	50.64089125	5.45862846768292
Afrikalaan 295 9000 Gent	51.0701049	3.7379826
Agoralaan   3590 DIEPENBEEK	50.9283243	5.3883762
Agoralaan  3590 Diepenbeek	50.9283243	5.3883762
Agoralaan gebouw)  3590 Diepenbeek	50.912773	5.422338
Agoralaan z/n  3590 DIEPENBEEK	50.92828745	5.3874974
Ahornenlaan 31 2610 Wilrijk	51.17697285	4.40561164263704
Aire de Tignée - E40  4632 Soumagne	50.65471475	5.70907741868393
Airport systems Brucargo  706 1931 Brucargo	50.90600894	4.45688904
"Aisne au lieu dit ""A Vi Pré    6941 Heyd"	50.34670258	5.55991268
Akkerstraat  8750 WINGENE	51.043774	3.2397153
Akkerstraat 33 9090 Melle	51.0097945	3.7915072
Akrenbos 63 1547 Bever	50.7208435	3.9062829
Albert 1 Laan  8670 OOSTDUINKERKE	51.1256461	2.6600368
Albert 1 Laan 141 8670 KOKSIJDE	51.134423	2.6833142
ALBERT BIESEMANSLAAN 5 5 1560 Hoeilaart	50.7681638	4.4760848
Albert Dehemlaan 6 8900 Ieper	50.8624993	2.8908783
Albert Dejonghestraat  2 3010 Kessel-Lo	50.8760956	4.7299235
Albert I Laaan 54 8630 Veurne	51.0636177	2.6814561
Albert I laan 17 8630 VEURNE	51.0617506	2.6730732
Albert I Laan 71 8620 Nieuwpoort	51.14067265	2.73582634538341
Albert Leemansplein 20 1050 Bruxelles	50.82172265	4.36292132371234
Albert Servaeslaan   8790 Waregem	50.8946825	3.4393854
Albertlaan 80 9400 Ninove	50.8387544	4.0080192
Albertplein 1 8300 Knokke-Heist	51.35492885	3.29898582790811
Albertvest 15 3300 Tienen	50.81332995	4.93176855197139
Albrecht Dürerlaan  60 9030 Mariakerke	51.0793544	3.6859318
Albrechtlaan  119 9300 Aalst	50.9409598	4.05600698412396
Albrechtlaan 115 9300 Aalst	50.9398558	4.05474899854014
Albrechtlaan 117 9300 Aalst	50.9404362	4.0544436
Albrechtlaan 15 9300 Aalst	50.9336933	4.0555130154002
Alexiananweg 2 3300 TIENEN	50.8091994	4.9401787
Alexianenplein 1 9000 GENT	51.05161955	3.71747920578083
Alexianenweg 2 3300 Tienen	50.80911705	4.94031292963161
Alexianenweg 2 3300 TIENEN	50.80911705	4.94031292963161
Alfons Braeckmanlaan 2 9040 Sint-Amandsberg	51.0609004	3.76542948532564
Alfons De Cockstraat  12 9310 Herdersem	50.9735409	4.0654664
Alfons Gossetlaan 11 1702 Groot - Bijgaarden	50.8713455	4.27979769750537
Alfons Gossetlaan 13 1702 Groot - Bijgaarden	50.87230035	4.27755850162489
Alfons Gossetlaan 40 1702 Groot Bijgaarden	50.8729878	4.27548372144627
Alfons Gossetlaan 40 1702 Groot-Bijgaarden	50.8729878	4.27548372144627
Alfons Gossetlaan 54 1702 Groot-Bijgaarden	50.8737406	4.2844275
Alfons Scheinderlaan 435 2100 ANTWERPEN	51.22131705	4.4791132
Alfred Algoetstraat 36 1750 Lennik	50.80639945	4.15780920576399
Alfred Devoslaan 50 8670 Koksijde	51.13552195	2.67846943360058
Alkenhoofseweg  10 3520 Zonhoven	50.98110885	5.35002676924733
All. d/l Découverte  4000 Liège	50.64110897	5.56981647
All. d/l Découverte  6 4000 Liège	50.6423587	5.5813442
All2e des Noisetiers 25 4845 Jalhay	50.56034223	5.97178406
Allé Hof ter Vleertdreef 3 1070 Brussel	50.8104311	4.2874623
ALLEE CENSEROUGE 78 4102 Ougrée	50.5826251	5.545167
Allée Centrale Z.I  36 6040 JumetCharleroi)	50.4523928	4.45739973
Allée de Château-Chinon 6 6 5140 Sombreffe	50.5223511	4.5977714
Allée de Clerlande  6 1340 Ottignies	50.6795685	4.5918814
Allée de Clerlande ) 6 1340 Ottignies	50.6795685	4.5918814
Allée de Clerlande 6 1340 Ottignies	50.6795685	4.5918814
Allée de Hêtres 27 6680 Sainte - Ode	49.9973218	5.5317351
Allée de l Améthyste  1020 Bruxelles	50.8971966	4.324897
Allée de la Cense du Colombier 2 1400 Nivelles	50.6015726	4.3402773
Allée de la Motte  2 7300 Boussu	50.4349931	3.7948968
Allée de la Recherche  36 1070 Bruxelles	50.8172326	4.2697885
Allée de la recherche  4 1070 Anderlecht	50.8173208	4.26565581038628
allée de salmonsart  12 7090 Braine-Le-Comte	50.5937103	4.0857392
Allée de Wesimont 1 4190 Ferrières	50.3798754	5.6776305
ALLEE DES ALOUETTES  100 4600 Visé	50.739056	5.70829428634812
Allée des Artisans   5590 Ciney	50.3107821	5.1066581
ALLEE DES ARTISANS  18 4130 Esneux	50.5543621	5.5792751
Allée des Artisans  18 4130 Esneux	50.5534573	5.5821356
Allée des Aubépines 2 1400 Nivelles	50.6038526	4.35003815191746
Allée des Clerlande  6 1340 Ottignies	50.6797092	4.5918666
Alleé des Coquelicots 7 1070 ANDERLECHT	50.8169269	4.2614454
Allée des Erables 1 4000 Liège	50.69718835	5.68457974614969
Allée des Foires-Zoning de Bironréz   5590 Ciney	50.29631424	5.09987926
Allée des Hêtres 2 7140 Morlanwelz	50.4576745	4.2374364
Allée des Lacs )  6280 Loverval	50.3738825	4.4647232
Allée des Marronniers  6929 Daverdisse	50.0222616	5.1177229
Allée des Mésanges  14 6280 Loverval	50.370852	4.46622350591404
Allée des Noisetiers  12 4031 Angleur	50.5999726	5.57572774958675
Allée des Noisetiers  4 4031 Angleur	50.59935945	5.57206599592428
Allée des Noisetiers  5 4031 Angleur	50.5997795	5.57028432951459
Allée des Ormes 15 5001	50.47323715	4.81750444833261
Allée des Saules  4 6031 Monceau-sur-Sambre	50.42004945	4.37521763243285
ALLEE DES SPORT  63 4000 Liège	50.61306681	5.56321267
Allée des Sports  12 6280 Loverval	50.3709779	4.4722366
Allée des Sports  4000 Liège	50.5767619	5.5675659
Allée des Sports  5 1480 Tubize	50.6855852	4.2010388
Allée des Sports 12 6280 Loverval	50.3709779	4.4722366
Allée des Sports 63 4000 Liège	50.5767619	5.5675659
Allée des Sports 9 1480 Tubize	50.6855852	4.2010388
Allée du 125 ème Régiment d Infanterie 1 5650 Walcourt	50.2538711	4.4290046
Allée du 125ème Régiment d Infanterie  5650 Walcourt	50.25384801	4.4295074
Allée du 6 Août  (Bâtiment B5a) 19 4000 Liège (Sart Tilman)	50.5825519	5.5662978
Allée du Bois des Rêves  1 1348 Ottignies	50.6589842	4.5773494
Allée du Bol d Air 13 4317 Angleur	50.5769334	5.5503836
Allée du Cimetière 8 6880 BERTRIX	49.854126	5.252172
Allée du Grand Peuplier  12 6041 Gosselies	45.74606	3.11055
Allée du Grand Peuplier 4 6041 Gosselies	45.7470272	3.1101973
Allée du Parc Reine Astrid  11 5100 JambesNamur)	50.453729	4.872168
Allée du Stade 3 5100 Jambes	50.45745795	4.87533910953684
Allée Hof ter Vleesdreef 1 1070 Bruxelles	50.8100562	4.2880867
Allée Jean Hainaut 87 6120 Jamioulx	50.3543693	4.409093
Allée Max Quintart  1 7603 Bon-Secours	50.4991573	3.6125494
Allée verte 29 4600 Visé	50.73557715	5.68195564882999
Allée Verte 52 1000 Bruxelles	50.8677288	4.3579497
Allée Vos Logistics 1 7181 Feluy	50.55001038	4.20846255
Allées des artisans  20 4130 Tilff	50.5528336	5.5827192
Allées du Languedoc   1140 Evere	50.8733262	4.4070722
Alsembergsesteenweg 1046 1652 Alsemberg	50.7490083	4.3339683
Alsembergsesteenweg 2 1501 Buizingen	50.7450822	4.2682779
Altiero Spinelli 3 1401 Nivelles	50.6185578	4.3310998
Am Bahnhof  4770 Amel	50.3558371	6.1260716
Am Herrenbruhl 35 4780 Saint Vith	50.2772075	6.11621705135046
AM Stadthaus 1 4700 Eupen	50.6328208	6.028881276357
Am Wittumhof 10 4760 Büllingen	50.40948155	6.25789777328435
Ambachtenlaan  22 3001 Heverlee	50.8509028	4.71528266114347
Ambachtenlaan  25 9080 Lochristi	51.10662215	3.87645872825522
Ambachtenlaan  3001 Heverlee	50.8503634	4.7143791
Ambachtenlaan 12 3001 Heverlee	50.8503634	4.7143791
Ambachtenlaan 3 8560 Gullegem	50.8519703	3.18184555388135
Ambachtenlaan 30 3300 Tienen	50.8022727	4.97284523192867
Ambachtenlaan 3230 3001 Leuven	50.8464868	4.7165522
Ambachtenlaan 43 8760 Meulebeke	50.961879	3.3035004
Ambachtenstraat 3 9900 Eeklo	51.17727635	3.5470116464588
Ambachtenstraat 58 8870 Izegem	50.91942555	3.18501669317257
Ambachtslaan  7 2960 Brecht	51.35447845	4.63372916808518
Ambachtsstraat  3 1840 Londerzeel	51.0163068	4.3209679
Ambachtsstraat  32 2390 Oostmalle	51.29127865	4.70763691404556
Ambachtsstraat 19 3980 Tessenderlo	51.0785417	5.15054106958266
Ambachtsstraat 41 2390 Malle	51.28531325	4.70843212016338
Ambachtstraat  1 8820 Torhout	51.0779873	3.1084913
Ambachtstraat  1109 3850 NieuwerkerkenLimb.)	50.86471558	5.19355154
Ambtmanstraat 1 2000 Antwerpen	51.22264775	4.40644605392977
Amelia Earhartlaan  9051 Gent	51.0308404	3.688394
Amersveldestraat 10 8610 Kortemark	51.0242656	3.0408566
Amersveldestraat 162 8610 Kortemark	51.0099856	2.99636967328818
Amocolaan  2 2040 Antwerpen	51.1160937	5.00141503170169
Amsterdamstraat  18 2000 Antwerpen	51.48345305	4.73211574802885
Amsterdamstraat 13 2321 Meer	51.4840869	4.73086814999999
Ancien Chemin d Ollignies 6 7860 LESSINES	50.7060488	3.8387738
Anderlechtsepoort 0 1000 BRUSSEL	50.8448387	4.3384967
Andre Dumontlaan   3600 genk	50.9946362	5.532398
André Dumontlaan 129 3600 Genk	50.99095915	5.53713013945887
André Dumontlaan 2 3600 Genk	50.9976163	5.5282318498837
André Dumontlaan 31 3600 Genk	50.9953295	5.5322625912963
André Geryllaan 5 8670 Koksijde	51.1211837	2.69566050049601
Andreas Verbrigghestraat 1 8972 Poperinge (Krombeke)	50.91563005	2.68892445297142
ANDREAS VESALIUSSTRAAT  13 3000 Leuven	50.87485475	4.70793104833482
Andreas Vesaliusstraat 10 3000 Leuven	50.8738981	4.7056259
Andrei Sakharov 38 7500 Tournai	50.6137285	3.38407880858104
Anemonenstraat 6 2400 Mol	51.19422115	5.12015376136083
Anjerstraat 9 2590 Berlaar	51.1122218	4.63565480903263
Anker 15 9260 Serskamp	50.99132415	3.92187197692733
Ankerrui  42 2000 Antwerpen	51.22636095	4.41220530608108
ANKERSTRAAT 91 9100 Sint-Niklaas	51.16631415	4.14790388089584
Annadreef 7 2930 Brasschaat	51.2932465	4.44921391785683
Anneessensplein 11 1000 BRUSSEL	50.84422855	4.34335242496663
Annuntiatenstraat 47 8000 Brugge	51.2163693	3.2252303
Anselmostraat 2 2018 Antwerpen	51.2084535	4.4027282
Anspachlaan  110 1000 Brussel	50.8472918	4.3496902
Anspachlaan 110 1000 Brussel	50.8472918	4.3496902
Anspachlaan 6 1000 BRUSSEL	50.8505481	4.3521891
Anthonis De Jonghestraat 12 9100 SINT-NIKLAAS	51.1850754	4.19136147677291
Antoon van Osslaan   1120 Neder-over-Heembeek	50.9061302	4.4033722
Antoon van Osslaan   1120 Neder-Over-Heembeek	50.9061302	4.4033722
Antwerpesteenweg  383 2390 Malle	51.2942403	4.6817655
Antwerpse Baan  46 2040 Antwerpen	51.3606153	4.32662936
Antwerpse Heirweg  8340 DAMME	51.2073505	3.3534021
Antwerpsebaan (haven 722) 42 2040 Antwerpen	51.348115	4.320363
Antwerpsebaan 140 2040 ANTWERPEN	51.3441331	4.3219287
Antwerpsebaan 142 2040 ANTWERPEN	51.3442936	4.3215471
Antwerpsebaan 150 2040 Antwerpen	51.3599725	4.3220099
Antwerpsebaan 44 2040 Antwerpen	51.04117055	4.46956587115218
Antwerpsesteen 37 2350 Vosselaar	51.315407	4.89858925471332
Antwerpsesteenweg  145 2800 Mechelen	51.0444815	4.46818261733473
Antwerpsesteenweg  2800 Mechelen	51.0474514	4.4678143
Antwerpsesteenweg  37 2450 Vosselaar	51.315407	4.89858925471332
Antwerpsesteenweg  496 2390 Westmalle	51.2857265	4.65748765688956
antwerpsesteenweg ) 98 9080 Beervelde	51.077847	3.8481727
Antwerpsesteenweg 100 2630 Artselaar	51.1438283	4.380807
Antwerpsesteenweg 136 2630 Aartselaar	51.14705105	4.38206019643274
Antwerpsesteenweg 167 2260 ANTWERPEN	51.3139526	4.88402788840745
Antwerpsesteenweg 208 1000 Brussel	50.8649261	4.3576475
Antwerpsesteenweg 208 1000 BRUSSEL	50.8649261	4.3576475
Antwerpsesteenweg 273 2800 Mechelen	51.06074835	4.4584073721244
Antwerpsesteenweg 285 2800 Mechelen	51.0620573	4.45885017221172
Antwerpsesteenweg 292 2390 MALLE	51.2972878	4.6898158
Antwerpsesteenweg 386 2500 Lier	51.150095	4.53363875708914
Antwerpsesteenweg 39 2950 Kapellen	51.3130999	4.4292373
Antwerpsesteenweg 415 2500 LIER	51.14443785	4.54359407541728
Antwerpsesteenweg 447 2850 BOOM	51.08599091	4.36351585
Antwerpsesteenweg 45 2520 Ranst (Broechem)	51.1851508	4.58902542923368
Antwerpsesteenweg 67 2390 Malle	51.299314	4.72017322251548
Antwerpsesteenweg 77 2550 Kontich	51.13997875	4.44957758858137
Antwerpsestraat  99 2500 Lier	51.13372315	4.56570643872564
Antwerpsestraat 145 2500 LIER	51.13464265	4.56496715397413
Antwerpsestraat 200 2850 Boom	51.0934728	4.36622415776123
Antwerpsestwg.  487 2390 Westmalle	51.28075385	4.66102153467518
Antwerpsestwg. 259 2800 Mechelen	51.05703435	4.46128336100589
Antwerpseweg  1 2440 Geel	51.1528041	4.97332817231596
Antwerpseweg  117 2440 Geel	51.1435471	4.94870717432847
Antwerpseweg 1 2440 Geel	51.1528041	4.97332817231596
Antwerpseweg 15 2340 Beerse	51.30823345	4.84682364390661
Antwerpseweg 226 2340 Vlimmeren	51.30208865	4.7843430599267
Appareil nomade non attribué à un véhicule	40.74420166	-73.98829651
Appelboomgaardstraat 2 3740 Bilzen	50.8877626	5.52249026253661
Appeldijkstraat 2 2880 Bornem	51.1016901	4.1928945
Apple Store, Brussels, Avenue de la Toison d’Or  1050 Brussel	50.8365354	4.3581719
Arbedkaai 3 9042 Sint-Kruis-Winkel	51.1522007	3.7854123
Arbeidstraat  14 9300 Aalst	50.9373474	4.03346285944409
Archimedesstraat 5 8400 Oostende	51.2121342	2.93788238410387
Archimedesstraat 7 8400 Oostende	51.2110164	2.93771320400081
Arduinkaai  29 1000 Brussel	50.855335	4.3488507
Arduinkaai 29 1000 Brussel	50.855335	4.3488507
Arenaplein 1 2100 ANTWERPEN	51.20667855	4.45965392690114
Arenbergstr.  13 1000 Brussel	50.8478964	4.3568181
Arenbergstraat  18 1000 Bruxelles	50.848261	4.3565151
Arenbergstraat  2000 ANTWERPEN	51.2152839	4.406907
Arenbergstraat 24 2000 Antwerpen	51.2150311	4.40761865731973
Arenbergstraat 7 9470 Denderleeuw	50.88140869	4.07646561
ARENDSTRAAT 16 8000 Brugge	51.241603	3.24756998229279
Argonnestraat 37 1060 Brussel	50.8369277	4.3405806
Arianelaan 5 1200 Brussel	50.8571949	4.4301756
Armenstraatje  2040 Antwerpen	51.3578659	4.3171674
Armentierstraat 150 7782 PLOEGSTEERT	50.7143997	2.8849296
Armoedestraat 71 8800 ROESELARE	50.92706745	3.17265335880807
Arnaud Fraiteurlaan   1050 ELSENE	50.8173089	4.394144
Arnould Nobelstraat) 38 3000 Leuven	50.8782959	4.7145174
Arsenaalstraat  4 8000 Brugge	51.20090385	3.22550503806581
Arsenaalstraat 49  49 1730 ASSE	50.9093854	4.1997861
Arsenal Rue Bruno  5000 Namur	50.4642023	4.85741352854797
Arthur De Conickstraat 11 3070 Kortenberg	50.8859757	4.5198347
Arthur Dezangélaan 17 1950 Kraainem	50.861557	4.4658668
Arthur Dezangrélaan  17 1950 Kraainem	50.86141325	4.46577236363051
Arthur Michielsplein 3 3090 Overijse	50.76949	4.60298504253633
Arthur Vanderpoortenlaan 35 2500 LIER	51.127668	4.57357729324021
Asbroek  2230 Herselt	51.0594961	4.8818252
Assenedestraat 2 9940 Ertvelde	51.17853285	3.7911723842283
Assesteenweg  115 1740 Ternat	50.87700875	4.16554267733429
Assesteenweg  117 1740 Ternat	50.8755832	4.1680179
Assesteenweg  1740 Ternat	50.8839059	4.1674869
Assesteenweg  258 1750 Lennik	50.8194763	4.1375751
Assesteenweg  291 1730 Asse	50.9204411	4.2415251
Assestraat 5 1790 Affligem	50.9030548	4.13886503320944
Astridlaan  85 1970 Wezembeek-Oppem	50.83401345	4.49861526659905
Astridlaan (rechtover Aldi) 36 9500 GERAARDSBERGEN	50.77152252	3.88227582
Astridlaan 72 9500 GERAARDSBERGEN	50.7748657	3.86877459604052
Astridpark  6 8620 Nieuwpoort	51.132881	2.747975
Astridplein  2280 GROBBENDONK	51.1915281	4.7383683
Atealaan  27 2270 Herenthout	51.1574034	4.7981796
Atealaan  65 2200 Herentals	51.1610997	4.78525054666834
Atealaan 35 2070 Herenthout	51.15751295	4.79577677699112
Atheneumstraat 2 3790 LEOPOLDSBURG	51.1208846	5.2557962
Atlantc House, Noorderlaan 147 2030 Antwerpen	51.264243	4.3996689
Atletiekstraat   1 2620 Hemiksem	51.1351707	4.34246735192142
Atletiekstraat  1 2620 Hemiksem	51.1351707	4.34246735192142
Atletiekstraat 1 2620 Hemiksem	51.1351707	4.34246735192142
Atletiekweg  9400 Appelterre-Eichem	50.81893921	3.96699452
Atomiumsquare  1 1020 Brussel	50.89492	4.34152
Attenhovenstraat 207 3400 Landen	50.7567993	5.0809704
AU CHABUS  1 6760 Virton	49.5730927	5.52286245583334
Au Chession  8 4053 Embourg	50.5836357	5.611373
Au Chession 8 4051 Vaux-sous-Chèvremont	50.5837092	5.6113295
Au dessus des Trous 4 4960 Malmedy	50.46501375	6.06412223765553
Au fond Râce  25 4300 Waremme	50.6885436	5.2740321
Au Gris Han 12 6970 Tenneville	50.0917581	5.48900812439825
Au Mitan ) 7 5340 Gesves	50.41875935	5.00164410557231
Au Passou 40 4051 Vaux-sous-Chèvremont	50.5994641	5.6177805772683
Auf Dem Kamp 43 4770 Amel	50.35047305	6.17240326831128
August de Boeckstraat  9 9100 Sint-Niklaas	51.1579287	4.1556972
August De Boeckstraat 20 1800 Vilvoorde	50.96006535	4.22820598
August Leyweg 2 2020 ANTWERPEN	51.19462215	4.37952857280699
August Nihoulstr. 72 3270 Scherpenheuvel	50.976821	4.97634390254234
August Van Landeghemstraat 117 2830 WILLEBROEK	51.0654052	4.3622101
Auguste Reyerslaan 80 1030 Bruxelles	50.850961	4.4021946
Augustijnenlaan 31 2200 Herentals	51.17785185	4.84240638721502
Augustijnenlaan 92 2800 Mechelen	51.02893829	4.47794104
Augustijnenstraat 58 8900 Ieper	50.85538795	2.86672550838894
Augustus van landeghemplein  2830 WILLEBROEK	51.06067934	4.36009443
Autobaan 10 8210 Loppem	51.1610733	3.19235681542416
Autoon de Lalainstraat  3 2320 Hoogstraten	51.4023815	4.766159
Autostradeweg 3 9090 Melle	50.991934	3.7934643
Autoweg-Zuid 3 9051 Gent (Afsnee)	51.02646835	3.6624458338675
Av de Finlande  20 1420 Braine-l Alleud	50.6654155	4.3813324
Av de la Toison d or  1050 Bruxelles	50.8369304	4.3587181
Av Docteur Schweitzer 1 7340 Colfontaine	50.4219694	3.8449794
av Fernand Charlot 35 1370 Jodoigne	50.72221995	4.86966981407675
Av Nadine Pollet-Sengier  7740 Pecq	50.6853981	3.34046531
Av Toison d Or 72 1060 Brussel	50.8343495	4.3528603
Av. Amédée Hesse 41 4900 Spa	50.4971309	5.8853866
Av. Arnaud Fraiteur Laan  1050 Bruxelles	50.8173089	4.394144
Av. Baudouin 1er 20 5004 Bouge	50.4734712	4.8797867
Av. Ch. Thielemans  93 1150 Bruxelles	50.837348	4.427679
Av. Charles Quint 420 1082 Bruxelles	50.8718658	4.2963134
Av. Charles Quint 560 1082 Bruxelles	50.8720647	4.2924932
Av. Charles Schaller  50 1160 Bruxelles	50.8059918	4.44121135451298
Av. Charles-Quint  584 1082 Bruxelles	50.87165695	4.2886852153927
Av. d Homborchveld 34 1180 Bruxelles	50.7765474	4.34130100360113
Av. d Hougoumont  8 1180 Bruxelles	50.7739397	4.38107973681818
Av. D Hougoumont 14 1180 Bruxelles	50.7724572	4.3814865
Av. de Burlet 4 1400 Nivelles	50.6021621	4.33414792734232
Av. de Cureghem 1 4000 Liège	50.57710805	5.57640157145486
Av. de Finlande  7 1420 Braine-l Alleud	50.6654155	4.3813324
Av. de Finlande 9 1420 Braine-l Alleud	50.6654155	4.3813324
Av. de l Astronomie   1210 Bruxelles	50.8505291	4.3688949
Av. De l Enseignement 16 7330 Saint-Ghislain	50.4452082	3.81808906469886
Av. de l Europe  3 7080 Frameries	50.4098363	3.9138286
