id	type	address	number	postal_code	municipality	province	location	public	available	hours	latitude	longitude
12902	Appareil fixe-Vast apparaat	Liersesteenweg 72 3200 Aarschot	72	3200	Aarschot	Vlaams-Brabant	Tandarts Kempeneers Leo - in lokaal naast de praktijk	Non-Nee	Non-Nee	NA	51.00042515	4.82973954003378
431	NA	Liersestwg. 4 2800 Mechelen	4	2800	Mechelen	Antwerpen	NA	NA	NA	NA	51.0355255	4.48328116001429
15242	Appareil fixe-Vast apparaat	Lierseweg 37 2200 HERENTALS	37	2200	HERENTALS	Antwerpen	/	Oui-Ja	NA	NA	51.1764081	4.82813024870582
3769	NA	Liesdonk   7 2440 Geel	7	2440	Geel	Antwerpen	1ste verd, eetzaal	NA	NA	NA	51.1308253	4.9470548
3252	NA	Lieu dit Le Kursaal  6590 Momignies	NA	6590	Momignies	Hainaut	NA	NA	NA	NA	50.02923203	4.16796255
16331	Appareil fixe-Vast apparaat	Lieutenant Lotinstraat 20 1190 Vorst	20	1190	Vorst	Bruxelles-Brussel	Aan de ingang van het gebouw	Oui-Ja	Non-Nee	Openingsuren van de vestiging	50.8100658	4.3066357
569	NA	Lieven Bauwensstraa 16 8200 Brugge	16	8200	Brugge	West-Vlaanderen	NA	NA	NA	NA	51.2144222	3.1970245
14598	Appareil fixe-Vast apparaat	Lieven Bauwensstraat  8200 Brugge	NA	8200	Brugge	West-Vlaanderen	.	Oui-Ja	Non-Nee	NA	51.2153587	3.1957284
3558	NA	Lieven Bauwensstraat 9 8200 Sint-Andries	9	8200	Sint-Andries	West-Vlaanderen	glvl, in EHBO lokaal,centr	NA	NA	NA	51.212592	3.19671479394718
16645	Appareil fixe-Vast apparaat	lieven gevaertlaan 1 3900 Pelt	1	3900	Pelt	Limburg	in het magazijn bij het EHBO lokaal	Non-Nee	Non-Nee	tussen 8 en 17 uur van ma tot vrij	51.2173088	5.3749599
13555	Appareil fixe-Vast apparaat	Lieven Gevaertlaan 3 8870 Izegem	3	8870	Izegem	West-Vlaanderen	Binnen - bureau preventieadviseur	Non-Nee	Non-Nee	NA	50.92727	3.20911941995278
11355	NA	Lieven gevaertplein 4 8020 Oostkamp	4	8020	Oostkamp	West-Vlaanderen	NA	Y	NA	NA	51.1365864	3.23376118130458
1037	NA	Lieven Gevaertstraat 15 2950 Kapellen	15	2950	Kapellen	Antwerpen	NA	Y	NA	NA	51.2994224	4.4360832
7343	NA	LIEZELE-DORP  51 2870 Puurs	51	2870	Puurs	Antwerpen	NA	NA	NA	NA	51.05971755	4.28037067799401
10689	NA	Lijsterbeslaan 5 8400 Oostende	5	8400	Oostende	West-Vlaanderen	NA	Y	NA	NA	51.21417205	2.88437926324111
9585	NA	Lijsterbessenbomenlaan 6 1950 Kraainem	6	1950	Kraainem	Vlaams-Brabant	NA	NA	NA	NA	50.8619429	4.46364604660195
10730	NA	Lijsterstraat 1 1840 Londerzeel	1	1840	Londerzeel	Vlaams-Brabant	NA	Y	NA	NA	51.0117254	4.3038675
7284	NA	LILSEDIJK  19 2340 Beerse	19	2340	Beerse	Antwerpen	NA	NA	NA	NA	51.29941975	4.8401113188984
10651	NA	Lilsedijk 50 2340 Beerse	50	2340	Beerse	Antwerpen	NA	y	NA	NA	51.2991649	4.83792142414022
2350	NA	Limburgstraat 2 9000 Gent	2	9000	Gent	Oost-Vlaanderen	glvl, hoofdingang	NA	NA	NA	51.0528387	3.7261984
11833	Appareil fixe-Vast apparaat	Limesweg 4 3700 Tongeren	4	3700	Tongeren	Limburg	Centraal in het magazijn	Non-Nee	Non-Nee	NA	50.78876795	5.52487972212196
8422	NA	LINDEBOSSTRAAT 2 3990 Peer	2	3990	Peer	Limburg	NA	Y	NA	NA	51.08600355	5.43753182713139
7260	NA	LINDEDORP  37 3990 Peer	37	3990	Peer	Limburg	NA	NA	NA	NA	51.0967227	5.44675976323445
8332	NA	Lindenboslaan 2 2630 Aartselaar	2	2630	Aartselaar	Antwerpen	NA	NA	NA	NA	51.11389705	4.37270232351055
11886	Appareil fixe-Vast apparaat	Lindenlaan  201 9230 WETTEREN	201	9230	WETTEREN	Oost-Vlaanderen	Chirolokaal	Non-Nee	Non-Nee	NA	50.99529435	3.88079503301282
15879	Appareil fixe-Vast apparaat	Lindestaat  16 9790 Wortegem-Petegem	16	9790	Wortegem-Petegem	Oost-Vlaanderen	Aan de zijgevel van schoolgebouw VBS  t Hinkelpad	Oui-Ja	Oui-Ja	NA	50.8354991	3.5556774
13245	Appareil fixe-Vast apparaat	Lindestraat  16 9790 Wortegem-Petegem	16	9790	Wortegem-Petegem	Oost-Vlaanderen	Inkom cantou s  	Non-Nee	NA	NA	50.8373568	3.5569472
5075	Appareil fixe-Vast apparaat	Lindestraat  17 9880 Aalter	17	9880	Aalter	Oost-Vlaanderen	zwembad - redderslokaal	Non-Nee	Non-Nee	werkdagen tussen 7u15 en 22u00	51.0820354	3.4380786
11880	Appareil fixe-Vast apparaat	Lindestraat  17 9880 AALTER	17	9880	AALTER	Oost-Vlaanderen	Hal van het zwembad	Oui-Ja	Non-Nee	openingsuren zwembad	51.0820354	3.4380786
16587	Appareil fixe-Vast apparaat	Lindestraat  19 9880 Aalter	19	9880	Aalter	Oost-Vlaanderen	spelerstunnel gelegen onder de hoofdtribune 	Oui-Ja	Non-Nee	tijdens activiteiten op de voetbal accommodatie 	51.0813061	3.4329253
12789	Appareil fixe-Vast apparaat	Lindestraat  9700 Oudenaarde	NA	9700	Oudenaarde	Oost-Vlaanderen	Evenementehal Qubus - binnenin keuken tel 0475317723	Non-Nee	Non-Nee	NA	50.8590247	3.6105711
15103	Appareil fixe-Vast apparaat	Lindestraat 17 9880 Aalter	17	9880	Aalter	Oost-Vlaanderen	Achterzijde sporthal - looppiste - te bereiken via weg overzijde Sportlaan 23 	Oui-Ja	Oui-Ja	NA	51.0820354	3.4380786
9477	NA	Lindestraat 20 9240 Zele	20	9240	Zele	Oost-Vlaanderen	NA	NA	NA	NA	51.0730665	4.0530506
15878	Appareil fixe-Vast apparaat	Lindestraat 30 9790 Wortegem-Petegem	30	9790	Wortegem-Petegem	Oost-Vlaanderen	Bevestiging op de voorgevel van GBS De Kouter	Oui-Ja	Oui-Ja	NA	50.8373568	3.5569472
10327	NA	Lindestraat 36 9700 Oudenaarde	36	9700	Oudenaarde	Oost-Vlaanderen	NA	Y	NA	NA	50.8551817	3.60319943531231
10560	NA	Lindestraat 58 9700 Oudenaarde	58	9700	Oudenaarde	Oost-Vlaanderen	NA	Y	NA	NA	50.8590247	3.6105711
9476	NA	Lindestraat 7 9240 Zele	7	9240	Zele	Oost-Vlaanderen	NA	NA	NA	NA	51.0796804	4.04967659473346
15973	Appareil fixe-Vast apparaat	Lindestraat 97 8790 WAREGEM	97	8790	WAREGEM	West-Vlaanderen	inkom	Oui-Ja	NA	NA	50.8959632	3.40665608987173
13306	Appareil fixe-Vast apparaat	Liniestraat 59 3545 Halen	59	3545	Halen	Limburg	In buitenkast naast ingang openbaar toilet.	Oui-Ja	Oui-Ja	NA	50.93677665	5.09823051907051
7613	NA	Linkhoutsebn  51 3545 Halen	51	3545	Halen	Limburg	NA	NA	NA	NA	50.94821167	5.11468172
9987	NA	Linkhoutstraat 196 3560 Lummen	196	3560	Lummen	Limburg	NA	NA	NA	NA	50.9659572	5.1381494
14399	Appareil fixe-Vast apparaat	Linthoutbosstraat  41 1200 Sint-Lambrechts-Woluwe	41	1200	Sint-Lambrechts-Woluwe	Bruxelles-Brussel	inkom kleuter- en lagere school 	Non-Nee	Non-Nee	NA	50.8449423	4.4121481
1957	NA	Lintsesteenweg 4 2500 Lier	4	2500	Lier	Antwerpen	nabij onthaal	NA	NA	NA	51.1254239	4.55037655
7884	Appareil fixe-Vast apparaat	Lippelodorp  2870 Puurs-Sint-Amands	NA	2870	Puurs-Sint-Amands	Antwerpen	voorgevel - zichtbaar vanaf parking 	Oui-Ja	Oui-Ja	NA	51.0440752	4.2691801
3291	NA	Listdreef 22 22 2900 Schoten	22	2900	Schoten	Antwerpen	centraal in garage	NA	NA	NA	51.2638528	4.4726858
3292	NA	Listdreef 28 28 2900 SCHOTEN	28	2900	SCHOTEN	Antwerpen	centraal in garage	NA	NA	NA	51.2638528	4.4726858
3293	NA	Listdreef 34 34 2900 SCHOTEN	34	2900	SCHOTEN	Antwerpen	centraal in garage	NA	NA	NA	51.2638528	4.4726858
939	NA	Livingstonelaan 6 1000 Brussel	6	1000	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8451239	4.3773343
9398	Appareil fixe-Vast apparaat	Lloyd Georgelaan 11 1000 BRUSSEL	11	1000	BRUSSEL	Bruxelles-Brussel	/	Oui-Ja	Oui-Ja	NA	50.81545365	4.37519130291682
9518	Appareil fixe-Vast apparaat	Lochtemanweg  17 3580 Beringen	17	3580	Beringen	Limburg	Verdieping 2 aan het EHBO lokaal	Non-Nee	Non-Nee	NA	51.0357579	5.2274356
9517	Appareil fixe-Vast apparaat	Lochtemanweg  17 3580 Beringen	17	3580	Beringen	Limburg	Euroshoe, Magazijn op het gelijkvloers, tussen inbound en outbound. 	Non-Nee	Non-Nee	NA	51.0357579	5.2274356
16306	Appareil fixe-Vast apparaat	Lochtemanweg 56 3580 BERINGEN	56	3580	BERINGEN	Limburg	INKOM	Oui-Ja	NA	NA	51.0322332	5.22984623834838
16171	Appareil fixe-Vast apparaat	Lochtstraat  3940 Hechtel-Eksel	NA	3940	Hechtel-Eksel	Limburg	buitengevel,naast de ingang.	Oui-Ja	NA	NA	51.1432521	5.3641448
1589	NA	Lodderstraat 16 2880 Bornem	16	2880	Bornem	Antwerpen	NA	NA	NA	NA	51.08576745	4.27896837230366
15885	Appareil fixe-Vast apparaat	Lodewijk De Konincklaan   2320 HOOGSTRATEN	NA	2320	HOOGSTRATEN	Antwerpen	Inkom	Oui-Ja	NA	NA	51.3882636	4.7563553
12597	Appareil fixe-Vast apparaat	Lodewijk De Meesterstraat 58 9100 SINT-NIKLAAS	58	9100	SINT-NIKLAAS	Antwerpen	Buitengevel,naast de inkom	Oui-Ja	Oui-Ja	NA	51.16376765	4.1506557676141
8158	NA	Lodewijk de Raerstr.  28 3920 Lommel	28	3920	Lommel	Limburg	NA	NA	NA	NA	51.219278	5.2763795
12599	Appareil fixe-Vast apparaat	Lodewijk De Raetlaan   8870 EMELGEM	NA	8870	EMELGEM	West-Vlaanderen	SAS MAGAZIJN	Oui-Ja	NA	NA	50.9268284	3.2124485
14080	Appareil fixe-Vast apparaat	LODEWIJK DE RAETLAAN  40 8870 IZEGEM	40	8870	IZEGEM	West-Vlaanderen	gELIJKVLOERS	Non-Nee	Oui-Ja	NA	50.93004515	3.19330745193864
16045	Appareil fixe-Vast apparaat	lodewijk de raetlaan 59 8870 EMELGEM	59	8870	EMELGEM	West-Vlaanderen	Hangt in de winkel tov de wc	Oui-Ja	NA	NA	50.9268284	3.2124485
7288	NA	LODEWIJK DE RAETLAAN 9 8870 Izegem	9	8870	Izegem	West-Vlaanderen	NA	NA	NA	NA	50.9281342	3.2057952
9515	NA	Lodewijk Dosfelstraat  26 9200 Dendermonde	26	9200	Dendermonde	Oost-Vlaanderen	NA	NA	NA	NA	51.03299295	4.0930141164849
15170	Appareil fixe-Vast apparaat	Lodewijk Van Berckenlaan 361 2140 ANTWERPEN	361	2140	ANTWERPEN	Antwerpen	/	Oui-Ja	Oui-Ja	NA	51.1973938	4.4509107
15173	Appareil fixe-Vast apparaat	Lodewijk Van Sullstraat 37 2600 BERCHEM	37	2600	BERCHEM	Antwerpen	in de gang,toegang tot kleedingkamers	Oui-Ja	NA	NA	51.1876205	4.42924746544586
2051	NA	Loenhoutseweg 59 2320 Hoogstraten	59	2320	Hoogstraten	Antwerpen	NA	NA	NA	NA	51.39362295	4.75337482004493
13305	Appareil fixe-Vast apparaat	Loksbergenstraat  31 3545 Loksbergen	31	3545	Loksbergen	Limburg	Chirolokaal aan gevel in buitenkast naast zij-ingang rechts	Oui-Ja	Oui-Ja	NA	50.93507635	5.06904704778736
13319	Appareil fixe-Vast apparaat	Lombardsijdestraat 120 1120 Brussel	120	1120	Brussel	Bruxelles-Brussel	rez de chaussée, couloir / gelijkvloerse verdieping, gang	Oui-Ja	Non-Nee	NA	50.89244395	4.37710573431819
15402	Appareil fixe-Vast apparaat	Lombardsijdestraat 120 1120 NEDER-OVER-HEEMBEEK	120	1120	NEDER-OVER-HEEMBEEK	Bruxelles-Brussel	rez de chaussée, couloir / gelijkvloerse verdieping, gang	Oui-Ja	Oui-Ja	NA	50.89244395	4.37710573431819
2249	NA	Lombardstraat  61 1000 Brussel	61	1000	Brussel	Bruxelles-Brussel	glvl tgo publieke toiletten	NA	NA	NA	50.8450556	4.351266
1736	NA	Lombardstraat 57 1000 Brussel	57	1000	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.845104	4.3511882
1733	NA	Lombardstraat 69 1000 Brussel	69	1000	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8445826	4.35141036985691
8031	NA	Londenstr.  5 8400 Oostende	5	8400	Oostende	West-Vlaanderen	NA	NA	NA	NA	51.23452845	2.92000109659469
1914	NA	Loodglansstraat 5 2030 Antwerpen	5	2030	Antwerpen	Antwerpen	Gebouw A, glkvl. Verd.	NA	NA	NA	51.2452701	4.40850743649012
16609	Appareil fixe-Vast apparaat	Looiven 38 2460 Kasterlee	38	2460	Kasterlee	Antwerpen	Ingang school	Oui-Ja	NA	NA	51.24973605	4.99166472692423
12919	Appareil fixe-Vast apparaat	Lorettestraat 190 9600 Ronse	190	9600	Ronse	Oost-Vlaanderen	Wijkschool Sint-Pieter, in gang tussen lokaal 1 en 2	Non-Nee	Non-Nee	NA	50.75217165	3.63211340318305
11901	Appareil fixe-Vast apparaat	Lostraat  44 9880 Aalter	44	9880	Aalter	Oost-Vlaanderen	Gevel buiten	Oui-Ja	Oui-Ja	NA	51.0799154	3.4506664
11869	Appareil fixe-Vast apparaat	Lostraat 28 9880 Aalter	28	9880	Aalter	Oost-Vlaanderen	Gelijkvloers, in de inkom van het WZC Veilige Have Woonhave. Code 0000 V	Oui-Ja	Oui-Ja	24/24	51.0799154	3.4506664
11870	Appareil fixe-Vast apparaat	Lostraat 28 9880 Aalter	28	9880	Aalter	Oost-Vlaanderen	Op het 1ste verdiep, aan de balie van afdeling de Lork, WZC Veilige Have Woonhave. Code 0000 V	Oui-Ja	Oui-Ja	weekdagen 8u30-20u30. Weekend en feestdagen 9u30-11u30 en 14u-18u	51.0799154	3.4506664
12890	Appareil fixe-Vast apparaat	Lostraat 48 2220 Heist-op-den-Berg	48	2220	Heist-op-den-Berg	Antwerpen	Heistse Zwemclub, bergruimte van de zwemclub	Non-Nee	Non-Nee	NA	51.0674376	4.73528320382916
13514	Appareil fixe-Vast apparaat	Lostraat 6 1831 Diegem-Lo	6	1831	Diegem-Lo	Vlaams-Brabant	Voorgevel kerk	Oui-Ja	NA	NA	50.8950752	4.4543488
15901	Appareil fixe-Vast apparaat	Lotelingstraat  2812 MUIZEN	NA	2812	MUIZEN	Antwerpen	Inkom Kleedkamers	Oui-Ja	NA	NA	51.0050824	4.5051622
16469	Appareil fixe-Vast apparaat	Lotharingenstraat 1 9700 OUDEARDE	1	9700	OUDENAARDE	Oost-Vlaanderen	/	Oui-Ja	NA	NA	50.8586766	3.631265
6249	NA	Louïs Gunsstraat  36 3090 Overijse	36	3090	Overijse	Vlaams-Brabant	NA	NA	NA	NA	50.7903951	4.49787355
6253	NA	Louis Melsensstraat 6 3000 Leuven	6	3000	Leuven	Vlaams-Brabant	NA	NA	NA	NA	50.88092925	4.70864976302082
15175	Appareil fixe-Vast apparaat	Louis Paul Boonstraat   2050 ANTWERPEN	NA	2050	ANTWERPEN	Antwerpen	/	Oui-Ja	Oui-Ja	NA	51.2248531	4.3852743
16298	Appareil fixe-Vast apparaat	Louis vander swaelmenlaan 25 1170 WATERMAAL-BOSVOORDE	25	1170	WATERMAAL-BOSVOORDE	Bruxelles-Brussel	inkom kinderopvang buitenkast	Oui-Ja	NA	NA	50.80448585	4.41741120145087
10637	NA	Louisastraat 5 8400 Oostende	5	8400	Oostende	West-Vlaanderen	NA	y	NA	NA	51.234459	2.915772
14785	Appareil fixe-Vast apparaat	Louisweg  46 8620 Nieuwpoort	46	8620	Nieuwpoort	West-Vlaanderen	Onthaal hoofdingang 	Non-Nee	Non-Nee	NA	51.13823615	2.71705278089662
6327	NA	Louisweg 46  46 8620 Nieuwpoort	46	8620	Nieuwpoort	West-Vlaanderen	NA	NA	NA	NA	51.138357	2.7143159
12940	Appareil fixe-Vast apparaat	Louizalaan 1 1050 Brussel	1	1050	Brussel	Bruxelles-Brussel	"Nespresso Brussel ""Louise"" in de selfselectie zone"	Non-Nee	Non-Nee	NA	50.8352568	4.3554786
807	NA	Louizalaan 222 1050 Brussel	222	1050	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8264649	4.3652876
15350	Appareil fixe-Vast apparaat	Louizalaan 283 1050 ELSENE	283	1050	ELSENE	Bruxelles-Brussel	4de verdieping (toegang via garage -2 Tenbosstraat 6)	Oui-Ja	Oui-Ja	NA	50.823626	4.36707
11536	NA	Louizalaan 99 1050 Brussel	99	1050	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.83109655	4.35925333926991
5016	NA	Louizapoort  203 1050 Bruxelles	203	1050	Bruxelles	Bruxelles-Brussel	 5de verd, vergaderruimte	NA	NA	NA	50.8358711	4.3561579
15773	Appareil fixe-Vast apparaat	Louwijn 13 1730 ASSE	13	1730	ASSE	Vlaams-Brabant	Buitenkast Inkom	Oui-Ja	NA	NA	50.8928448	4.164972
1469	NA	Lozenberg 20 1932 Zaventem	20	1932	Zaventem	Vlaams-Brabant	NA	NA	NA	NA	50.8688251	4.4623526
9220	NA	Lozenberg 4 1930 Zaventem	4	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.86958045	4.46357356431908
11034	NA	Lozenweg 30 3930 Hamont-Achel	30	3930	Hamont-Achel	Limburg	NA	Y	NA	NA	51.2386613	5.55076652187371
5901	NA	Luchthaven BRU T  1930 Zaventem	NA	1930	Zaventem	Vlaams-Brabant	NA	NA	NA	NA	50.89400634	4.47901856
6325	NA	Luchthaven BRU T  1930 Zaventem	NA	1930	Zaventem	Vlaams-Brabant	NA	NA	NA	NA	50.89400634	4.47901856
10265	NA	Luchthaven Brussel Nationaal   1930 Zaventem	NA	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.89833605	4.48325868142908
10266	NA	Luchthaven Brussel Nationaal   1930 Zaventem	NA	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.89833605	4.48325868142908
11651	Appareil Fixe	Luchthaven Brussel Nationaal- Sheraton 1 1930 Zaventem	1	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.890408	4.480056
9355	NA	Luchthaven nationaal 1 1930 Nossegem	1	1930	Nossegem	Vlaams-Brabant	NA	Y	NA	NA	50.890408	4.480056
9353	NA	Luchthaven nationaal 1 1930 Zaventem	1	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.89667	4.48556
9354	NA	Luchthaven nationaal 1 1930 Zaventem	1	1930	Zaventem	Vlaams-Brabant	NA	Y	NA	NA	50.89667	4.48556
15652	Appareil fixe-Vast apparaat	Luchthavenlaan 24 1800 VILVOORDE	24	1800	VILVOORDE	Vlaams-Brabant	INKOM	Oui-Ja	Oui-Ja	NA	50.9225991	4.4414014
15653	Appareil fixe-Vast apparaat	Luchthavenlaan 31 1800 VILVOORDE	31	1800	VILVOORDE	Vlaams-Brabant	ingang , productie7	Oui-Ja	Oui-Ja	NA	50.9236135	4.4433648
3438	NA	Luchthavenlei  1 2100 Antwerpen	1	2100	Antwerpen	Antwerpen	glvl, receptie links a d muur	NA	NA	NA	51.1894344	4.4517148
16328	Appareil fixe-Vast apparaat	Luchthavenlei  1 2100 Antwerpen	1	2100	Antwerpen	Antwerpen	Bureau Technische Dienst (naast deur loods)	Non-Nee	Oui-Ja	NA	51.1894344	4.4517148
14544	Appareil fixe-Vast apparaat	Luchthavenlei  2100 Deurne	NA	2100	Deurne	Antwerpen	Inkomhal luchthaven Antwerpen 	Oui-Ja	Oui-Ja	NA	51.1898893	4.4496225
16249	Appareil fixe-Vast apparaat	Luchthavenlei  2100 DEURNE	NA	2100	DEURNE	Antwerpen	/	Oui-Ja	NA	NA	51.1898893	4.4496225
1087	NA	Luchthavenlei  2600 Berchem	NA	2600	Berchem	Antwerpen	NA	NA	NA	NA	51.18905735	4.4503743
3723	NA	Luchtvaartsquare 31 1070 Brussel	31	1070	Brussel	Bruxelles-Brussel	inkomhal 3de verd	NA	NA	NA	50.8406068	4.338384
3724	NA	Luchtvaartsquare 31 1070 Brussel	31	1070	Brussel	Bruxelles-Brussel	inkomhal 5de verd	NA	NA	NA	50.8406068	4.338384
11657	Appareil Fixe	Lucien Hendrickxlei   2150 Borsbeek	NA	2150	Borsbeek	Antwerpen	NA	Y	NA	NA	51.1897766	4.4873577
14520	Appareil fixe-Vast apparaat	Lucien Londotstraat  3600 Genk	NA	3600	Genk	Limburg	in de cafetaria van het clubgebouw; tegen de muur naast het doorkijkraam (van de oefenzaal en de deur van het inkomsas (uitgang cafetaria)	Oui-Ja	Non-Nee	Ma 19-22 u   /   Woe 18-21 u   /   Do 19-22 u   /   Vrij 18- 22 u 	51.0110094	5.5130015
1932	NA	Luikersesteenweg 1 3700 Tongeren	1	3700	Tongeren	Limburg	nabij onthaal	NA	NA	NA	50.7756384	5.4598852
5178	NA	Luikersteenweg  371 3800 Sint-Truiden	371	3800	Sint-Truiden	Limburg	Hangar 5	NA	NA	NA	50.78440325	5.23516135999599
5179	NA	Luikersteenweg  371 3800 Sint-Truiden	371	3800	Sint-Truiden	Limburg	Bloc 17	NA	NA	NA	50.78440325	5.23516135999599
5180	NA	Luikersteenweg  371 3800 Sint-Truiden	371	3800	Sint-Truiden	Limburg	Bloc 43	NA	NA	NA	50.78440325	5.23516135999599
6746	NA	Luikertsteenweg  447 3920 Lommel	447	3920	Lommel	Limburg	NA	NA	NA	NA	51.2519398	5.3855042
9292	NA	Luipaardstraat  12 8500 Kortrijk	12	8500	Kortrijk	West-Vlaanderen	NA	Y	NA	NA	50.82442855	3.30477021025226
7341	NA	LUIPEGEM   2880 Bornem	NA	2880	Bornem	Antwerpen	NA	NA	NA	NA	51.0941636	4.2114152
12727	Appareil fixe-Vast apparaat	Luipegem 160 2880 Bornem	160	2880	Bornem	Antwerpen	Buitenkast inkom gemeenschapshuis	Oui-Ja	Oui-Ja	NA	51.0814421	4.20147698122806
15193	Appareil fixe-Vast apparaat	Luisbekelaar  2140 BORGERHOUT	NA	2140	BORGERHOUT	Antwerpen	Buitengevel inkom links	Oui-Ja	NA	NA	51.205344	4.4451216
12009	Appareil fixe-Vast apparaat	Luitenant Jacopsstraat 11 1750 Sint-Kwintens-Lennik	11	1750	Sint-Kwintens-Lennik	Vlaams-Brabant	Refter op het gelijkvloers (naast de nooduitgang)	Non-Nee	Non-Nee	7u50 - 17u	50.82858835	4.13787609048455
2324	NA	Luithagen - Haven 6 2030 Antwerpen	6	2030	Antwerpen	Antwerpen	glvl aan hoofdingang	NA	NA	NA	51.2681134	4.4029194
2346	NA	Luithagen-Haven 6 2030 Antwerpen	6	2030	Antwerpen	Antwerpen	aglvl, hoofdingang	NA	NA	NA	51.2681134	4.4029194
14992	Appareil fixe-Vast apparaat	Lummense Kiezel (feitelijk Holrakkerstraat - winkel SFIC) 78 3510 KERMT	78	3510	KERMT	Limburg	Gelijkvloers - Ingang winkel SFIC	Oui-Ja	Non-Nee	van maandag tot vrijdag van 7u00 tot 12u00 en van 12u45 tot 17u00	49.034785	12.117077
6635	NA	Lupinenweg  7 3140 Keerbergen	7	3140	Keerbergen	Vlaams-Brabant	NA	NA	NA	NA	51.0041621	4.6895819
14656	Appareil fixe-Vast apparaat	Lusthoflaan 82 9032 Wondelgem	82	9032	Wondelgem	Oost-Vlaanderen	buitenkant woonhuis De Zon (DE WAL)	Oui-Ja	Oui-Ja	NA	51.08113725	3.69714227731482
15310	Appareil fixe-Vast apparaat	Lutlommel 169 3920 LOMMEL	169	3920	LOMMEL	Limburg	BUITENKAST INKOM	Oui-Ja	Oui-Ja	NA	51.2327012	5.351425484372
10106	NA	Luttrebruglaan 74 1190 Brussel	74	1190	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.8226479	4.322588
9437	NA	Luxemburger Straße 4 4780 Sankt	4	4780	Sankt	Liège	NA	Y	NA	NA	50.2701043	6.1158527
16112	Appareil fixe-Vast apparaat	Luxemburgstraat   1050 ELSENE	NA	1050	ELSENE	Bruxelles-Brussel	Inkom naast de lift. Inkomdeur bij huisnummers 47 & 51	Oui-Ja	NA	NA	50.8395267	4.3710155
8802	NA	Luxemburgstraat  3 1000 Brussel	3	1000	Brussel	Bruxelles-Brussel	NA	Y	NA	NA	50.8402458	4.3669032
9706	NA	Luxemburgstraat 16 1000 Brussel	16	1000	Brussel	Bruxelles-Brussel	NA	NA	NA	NA	50.840379	4.36742
11235	NA	Luxemburgstraat 2 9140 Temse	2	9140	Temse	Oost-Vlaanderen	NA	Y	NA	NA	51.1418708	4.18803098925357
15622	Appareil fixe-Vast apparaat	Lyceumstraat 12 9620 ZOTTEGEM	12	9620	ZOTTEGEM	Oost-Vlaanderen	Gebouw ’Koramiek’ aan het secretariaat 	Oui-Ja	Oui-Ja	NA	50.8692149	3.81596741978995
12983	Appareil fixe-Vast apparaat	M.Dequeeckerplein 1 2100 DEURNE	1	2100	DEURNE	Antwerpen	MOBIEL TOESTEL OP SECRETARIAAT	Oui-Ja	Oui-Ja	NA	51.22171021	4.46155357
15727	Appareil fixe-Vast apparaat	M.Dequeeckerplein 1 2100 DEURNE	1	2100	DEURNE	Antwerpen	INKOMHAL	Non-Nee	NA	NA	51.22171021	4.46155357
12791	Appareil fixe-Vast apparaat	Maagdendale 31 9700 Oudenaarde	31	9700	Oudenaarde	Oost-Vlaanderen	Maagdendale, buitengevel, gebouw beeldhouwkunst	Oui-Ja	Oui-Ja	NA	50.8388322	3.6063065
8100	NA	Maalsestwg  336 8310 BRUGGE	336	8310	BRUGGE	West-Vlaanderen	NA	NA	NA	NA	51.20860945	3.26432108549799
1578	NA	Maaltekouter 1 9051 Gent	1	9051	Gent	Oost-Vlaanderen	NA	Y	NA	NA	51.02682065	3.69202463395508
3551	NA	Maaltekouter 3  3 9051 Sint-Denijs-Westrem	3	9051	Sint-Denijs-Westrem	Oost-Vlaanderen	in lobby, nst receptiebalie	NA	NA	NA	51.0226295	3.6890736
10125	NA	Maaltemeers 5 9052 Zwijnaarde	5	9052	Zwijnaarde	Oost-Vlaanderen	NA	NA	NA	NA	51.01649455	3.7057086555147
12901	Appareil fixe-Vast apparaat	Maaltemeers 84 9051 Sint-Denijs-Westrem	84	9051	Sint-Denijs-Westrem	Oost-Vlaanderen	Crion - links van de inkomhal	Non-Nee	Non-Nee	NA	51.02154395	3.69739316307497
13792	Appareil fixe-Vast apparaat	Maalzaakstraat 21 9680 Maarkedal	21	9680	Maarkedal	Oost-Vlaanderen	Voorkant van het gebouw, bij trap nabij inkom gebouw.	Oui-Ja	Oui-Ja	NA	50.81322355	3.61053370014978
10793	NA	Maantjessteenweg 143 2170 Antwerpen	143	2170	Antwerpen	Antwerpen	NA	Y	NA	NA	51.2552235	4.4416591
9088	NA	Maantjessteenweg 50 2170 Merksem	50	2170	Merksem	Antwerpen	NA	Y	NA	NA	51.2548608	4.44486441388699
